date,market_value,wn,rw
1994-04-05,451.72,884.0267860274013,1124.42079
1994-05-05,451.38,1007.4619940384865,1122.61279
1994-06-05,447.82,1607.8514312608672,1109.086078
1994-09-05,442.32,820.0115361514211,1102.731584
1994-10-05,446.01,816.8613224928049,1109.697164
1994-11-05,441.49,967.1476558578435,1124.780878
1994-12-05,443.75,817.9983049093953,1122.925022
1994-13-05,444.14,1172.4001925689145,1112.833991
1994-16-05,444.49,841.0036556955617,1112.7808
1994-17-05,449.37,721.9371722487812,1122.202005
1994-18-05,453.69,950.9685957599798,1144.048001
1994-19-05,456.48,869.5959161074304,1177.411988
1994-20-05,454.92,1501.9459878711425,1159.935644
1994-23-05,453.2,356.03560520262135,1179.805587
1994-24-05,454.81,1267.1146219191546,1181.935611
1994-25-05,456.34,980.2178386550233,1173.970493
1994-26-05,457.06,829.7267869629281,1182.220312
1994-27-05,457.33,1539.8028178340155,1210.018917
1994-30-05,457.33,506.67620750080414,1248.921933
1994-31-05,456.5,1000.1050936112619,1256.210933
1994-01-06,457.63,1182.1595745781988,1231.426778
1994-02-06,457.65,1118.555744643122,1220.534299
1994-03-06,460.13,1068.5794014150408,1240.194617
1994-06-06,458.88,776.1669033391258,1219.141365
1994-07-06,458.21,415.9417199159095,1224.353977
1994-08-06,457.06,1724.1746718052616,1239.776023
1994-09-06,457.86,1342.7840046424567,1235.37159
1994-10-06,458.67,983.9809117909679,1244.912651
1994-13-06,459.1,1210.2316229972669,1268.458438
1994-14-06,462.37,1154.6660065182286,1253.348832
1994-15-06,460.61,214.0234349285139,1238.865245
1994-16-06,461.93,1169.2847426744156,1252.446309
1994-17-06,458.45,1634.8751950635165,1234.095099
1994-20-06,455.48,801.7883399506081,1236.372782
1994-21-06,451.34,1451.1679528936072,1239.588293
1994-22-06,453.09,1073.2606053560723,1268.546954
1994-23-06,449.63,819.5659807777711,1279.965866
1994-24-06,442.8,1142.549622461565,1247.599643
1994-27-06,447.31,1076.9856000562181,1261.876205
1994-28-06,446.07,1086.3168424272947,1257.055082
1994-29-06,447.63,1007.1757886125852,1256.619212
1994-30-06,444.27,1183.7919054559734,1263.059777
1994-01-07,446.2,935.351151538981,1231.99704
1994-04-07,446.2,1931.440595909923,1234.206351
1994-05-07,446.37,1359.0411693597416,1215.89719
1994-06-07,446.13,1197.900671975721,1199.026738
1994-07-07,448.38,1280.0695140898702,1192.101127
1994-08-07,449.55,684.1450678473411,1184.822501
1994-11-07,448.06,1082.0340185315151,1163.529616
1994-12-07,447.95,1743.871126164166,1160.385596
1994-13-07,448.73,1564.9057512681816,1171.296739
1994-14-07,453.41,836.74220208303,1193.629651
1994-15-07,454.16,949.0909109343219,1207.006622
1994-18-07,455.22,1505.565816721171,1222.930536
1994-19-07,453.86,922.9635926379979,1240.240987
1994-20-07,451.6,1180.6976822099962,1254.463491
1994-21-07,452.61,1658.5131802483295,1224.231404
1994-22-07,453.11,1667.120937257478,1223.935566
1994-25-07,454.25,792.8182360500032,1166.196906
1994-26-07,453.36,866.4142820935479,1189.60058
1994-27-07,452.57,1145.0952558331387,1158.463901
1994-28-07,454.23,1111.2245543488366,1147.35177
1994-29-07,458.26,1039.4072012194754,1101.333532
1994-01-08,461.01,877.8557657154207,1085.905947
1994-02-08,460.56,1493.8951924522125,1078.185312
1994-03-08,461.45,605.354709049685,1075.78289
1994-04-08,458.4,1279.6883402913786,1059.384231
1994-05-08,457.09,1284.821708068696,1068.891012
1994-08-08,457.89,1365.6529414628583,1060.844524
1994-09-08,457.93,1130.6590169194328,1080.796608
1994-10-08,460.3,1354.792153687321,1097.686521
1994-11-08,458.88,1269.3294982411082,1104.657508
1994-12-08,461.94,996.3992332590674,1091.549405
1994-15-08,461.23,1165.712022497837,1092.092092
1994-16-08,465.01,1292.3044979212414,1084.788092
1994-17-08,465.17,1255.9076007456056,1087.82307
1994-18-08,463.17,1016.0131099252301,1091.968497
1994-19-08,463.68,1259.2678017289904,1108.372351
1994-22-08,462.32,1325.890391574666,1112.065159
1994-23-08,464.51,1162.4031450429063,1134.614186
1994-24-08,469.03,1360.922769457518,1144.308014
1994-25-08,468.08,1705.057843786321,1143.216283
1994-26-08,473.8,972.5026351158333,1135.877755
1994-29-08,474.59,1001.8126970751464,1142.678577
1994-30-08,476.07,1543.3238298476558,1135.648304
1994-31-08,475.49,987.1143987526095,1154.563208
1994-01-09,473.17,1251.5854425932064,1160.701016
1994-02-09,470.99,793.2187549241637,1159.335615
1994-05-09,470.99,1316.5785666155953,1131.113044
1994-06-09,471.86,864.836183808651,1118.864913
1994-07-09,470.96,1359.1550284006667,1158.782074
1994-08-09,473.14,1128.9636529457707,1130.518355
1994-09-09,468.18,925.3861199440845,1133.546782
1994-12-09,466.21,934.4630347717782,1157.543803
1994-13-09,467.51,876.3378594887315,1183.413971
1994-14-09,468.8,1183.6169339719481,1176.114537
1994-15-09,474.81,719.4661440742799,1170.325867
1994-16-09,471.19,1289.6023297865754,1170.565768
1994-19-09,470.85,638.9211256886559,1125.274219
1994-20-09,463.36,568.1961071372353,1120.182768
1994-21-09,461.46,1212.106501403872,1118.113802
1994-22-09,461.27,1517.2470672688255,1106.374181
1994-23-09,459.67,955.0049559082374,1126.326954
1994-26-09,460.82,982.4832497762761,1144.186916
1994-27-09,462.05,1197.7996756850594,1142.904459
1994-28-09,464.84,1046.6622194387996,1124.443865
1994-29-09,462.24,1448.7523110359411,1115.187998
1994-30-09,462.69,1114.8811147988574,1101.658419
1994-03-10,461.74,830.5429307713005,1094.91782
1994-04-10,454.59,1134.8056132862057,1084.461627
1994-05-10,453.52,1215.5814696479495,1093.592002
1994-06-10,452.36,673.4565403111229,1100.162001
1994-07-10,455.1,626.1503846804951,1098.447082
1994-10-10,459.04,1105.9756722908517,1088.103361
1994-11-10,465.79,1373.3157805422518,1085.264039
1994-12-10,465.47,705.8209335528888,1081.799365
1994-13-10,467.77,689.1713848190402,1097.008725
1994-14-10,469.1,1255.6592266218618,1104.791276
1994-17-10,468.96,1031.2519716075367,1084.21056
1994-18-10,467.66,1056.3030423314822,1076.027574
1994-19-10,470.28,1482.1068915113515,1082.132037
1994-20-10,466.85,916.2435629325936,1082.97576
1994-21-10,464.89,1374.9878495592873,1075.700744
1994-24-10,460.83,1170.8407281066106,1126.404665
1994-25-10,461.53,745.9844430112664,1131.576774
1994-26-10,462.62,1275.317463503159,1154.958126
1994-27-10,465.85,1428.5404090768286,1127.836406
1994-28-10,473.77,1260.6413848914572,1184.479707
1994-31-10,472.35,1210.7289236419858,1157.816179
1994-01-11,468.42,840.6080461738147,1144.203545
1994-02-11,466.5,1598.7449624738902,1134.106236
1994-03-11,467.91,1081.5442001329543,1139.462793
1994-04-11,462.28,1311.734447253237,1148.874005
1994-07-11,463.07,527.06087819077,1126.416003
1994-08-11,465.65,1168.3557247550489,1138.029949
1994-09-11,465.4,1153.3195750856569,1142.144178
1994-10-11,464.37,1775.0818382376451,1149.278117
1994-11-11,462.35,713.9477393638791,1156.593334
1994-14-11,466.04,1066.673586021938,1196.432013
1994-15-11,465.03,1355.0681709764385,1169.696026
1994-16-11,465.6,1280.180933163495,1161.459981
1994-17-11,463.56,558.5559661098758,1133.769538
1994-18-11,461.47,820.9538096765302,1158.252178
1994-21-11,458.3,1108.1787265378705,1220.742319
1994-22-11,450.09,987.4643753102879,1202.533087
1994-23-11,449.93,1092.6798604965022,1223.15693
1994-24-11,449.93,1292.1174459833724,1221.522456
1994-25-11,452.29,580.3941211902389,1211.965168
1994-28-11,454.16,1236.086189761612,1212.273412
1994-29-11,455.17,731.8999992938398,1211.966252
1994-30-11,453.69,959.8185065369069,1189.947725
1994-01-12,448.92,1028.5578711264502,1179.172504
1994-02-12,453.3,1512.7912610940168,1175.568042
1994-05-12,453.32,987.9777166787773,1184.237315
1994-06-12,453.11,1090.680006859146,1157.298217
1994-07-12,451.23,825.962012469389,1146.172347
1994-08-12,445.45,1284.3925371370797,1133.737361
1994-09-12,446.96,1011.6172948551014,1157.348881
1994-12-12,449.47,913.9472137353072,1175.98644
1994-13-12,450.15,982.9562872387086,1163.5527
1994-14-12,454.97,1052.3303196635916,1170.687482
1994-15-12,455.34,1047.6064317841335,1169.588583
1994-16-12,458.8,265.30887775464953,1169.252798
1994-19-12,457.91,1167.7657323394778,1151.111283
1994-20-12,457.1,1304.0628775378814,1136.18805
1994-21-12,459.61,658.3407180570225,1117.911689
1994-22-12,459.67,881.0530817012859,1099.430863
1994-23-12,459.83,1083.731969365649,1106.030236
1994-26-12,459.83,1014.0644120985557,1126.270904
1994-27-12,462.47,1170.9091572026432,1108.539076
1994-28-12,460.86,1155.3192585606764,1146.764361
1994-29-12,461.16,1512.9778518920261,1154.587782
1994-30-12,459.27,1110.0940309255518,1136.010396
1995-02-01,459.27,947.2183503791193,1134.2004
1995-03-01,459.11,1075.423837232159,1146.629972
1995-04-01,460.71,1681.4943283181328,1142.1803
1995-05-01,460.34,809.8934874415513,1129.525412
1995-06-01,460.68,847.789952895572,1129.61835
1995-09-01,460.83,912.9136876213457,1126.52271
1995-10-01,461.68,942.4469861032165,1152.549433
1995-11-01,461.66,1020.2123661549373,1150.036512
1995-12-01,461.64,1407.8197301315631,1185.908998
1995-13-01,465.97,1537.9928682707377,1159.936659
1995-16-01,469.38,511.03220999015423,1141.639153
1995-17-01,470.05,902.2808028986335,1119.284884
1995-18-01,469.72,1297.340212342754,1089.053135
1995-19-01,466.95,1538.0475597872332,1092.672185
1995-20-01,464.78,939.7807453562931,1091.883402
1995-23-01,465.81,1564.1452936665667,1120.625654
1995-24-01,465.86,1321.3358256572628,1121.53836
1995-25-01,467.44,895.9270915877868,1102.990266
1995-26-01,468.32,1725.2623613110286,1108.359151
1995-27-01,470.39,1163.9042857587694,1100.360504
1995-30-01,468.51,715.6716546492323,1128.538035
1995-31-01,470.42,722.963821837372,1151.055398
1995-01-02,470.4,525.4984488216409,1149.620157
1995-02-02,472.78,1001.9797740798792,1120.968964
1995-03-02,478.64,896.650414731671,1147.304928
1995-06-02,481.14,1567.6900678181978,1159.587107
1995-07-02,480.81,1488.5592782156689,1155.823875
1995-08-02,481.19,898.5369766614892,1137.525609
1995-09-02,480.19,1114.2003677130472,1132.798166
1995-10-02,481.46,1048.8515904417977,1118.026577
1995-13-02,481.65,1092.9094855374515,1136.249126
1995-14-02,482.55,1042.730271112678,1116.821463
1995-15-02,484.54,1639.6438981486526,1127.905538
1995-16-02,485.22,1091.1592022049288,1124.2561
1995-17-02,481.97,1184.9460094231679,1101.825458
1995-20-02,481.97,1524.6450502699054,1149.854039
1995-21-02,482.74,795.284898201206,1119.9652
1995-22-02,485.07,1028.7358393100862,1112.957442
1995-23-02,486.91,1626.4066075321136,1126.138865
1995-24-02,488.11,720.6743098040827,1123.646611
1995-27-02,483.81,1097.7273127796418,1077.100829
1995-28-02,487.39,1025.1208652411044,1074.818431
1995-01-03,485.65,992.8201075394531,1055.263952
1995-02-03,485.13,1157.5716126654688,1045.477081
1995-03-03,485.42,486.46631307178177,1052.186942
1995-06-03,485.63,1468.797714801502,1105.279546
1995-07-03,482.12,730.2694785744882,1055.330855
1995-08-03,483.14,1327.4789447485289,1066.158875
1995-09-03,483.16,808.7538924472672,1045.051177
1995-10-03,489.57,1177.712269861244,1024.466152
1995-13-03,490.05,1121.2485630967485,1001.593579
1995-14-03,492.89,1109.55942735088,983.0701849
1995-15-03,491.88,917.7551790860908,990.764284
1995-16-03,495.41,1216.039696423771,998.6039413
1995-17-03,495.52,967.3847255980277,979.9256384
1995-20-03,496.15,666.6000131687149,987.2670048
1995-21-03,495.07,870.3006327626061,964.7423774
1995-22-03,495.67,873.8311924289751,956.3960434
1995-23-03,495.95,866.7133951122836,955.7662743
1995-24-03,500.97,1538.1301896346026,964.9307224
1995-27-03,503.2,971.5380615142425,968.8614957
1995-28-03,503.9,1349.83109108399,950.3160186
1995-29-03,503.12,1371.027824641128,944.6999384
1995-30-03,502.22,410.19302003676023,930.7512403
1995-31-03,500.71,1089.7185780638918,920.0606874
1995-03-04,501.85,890.369727742345,898.6169613
1995-04-04,505.24,862.6915345621989,900.6830097
1995-05-04,505.57,1001.4806299016856,893.2990068
1995-06-04,506.08,833.2006058789827,912.3460374
1995-07-04,506.42,821.121284771798,928.9367684
1995-10-04,507.01,1740.1969799693452,900.1976381
1995-11-04,505.53,1596.078762085302,892.2861015
1995-12-04,507.17,761.9247006519774,884.6562223
1995-13-04,509.23,1109.3617115809145,898.4735383
1995-14-04,509.23,1105.5662431903393,882.2656384
1995-17-04,506.13,1765.4309371483814,942.5957255
1995-18-04,505.37,942.7169737115471,946.4245796
1995-19-04,504.92,1195.2039117868558,942.319413
1995-20-04,505.29,1111.7247066754924,924.8986233
1995-21-04,508.49,1100.323671507535,931.1333881
1995-24-04,512.89,1550.2113524815468,900.1952188
1995-25-04,512.1,864.2330049293565,900.4563598
1995-26-04,512.66,1129.1444661880564,884.6989595
1995-27-04,513.55,1376.0294523858029,908.4048297
1995-28-04,514.71,1287.239246806591,904.1686335
1995-01-05,514.26,516.8426092295442,828.8029273
1995-02-05,514.86,1250.2833276644974,831.0057297
1995-03-05,520.48,993.5546713244881,843.4741035
1995-04-05,520.54,1154.3004188500315,827.4764424
1995-05-05,520.12,1338.3641270056487,808.7980546
1995-08-05,523.96,1048.4708809759732,800.4817241
1995-09-05,523.56,1362.7893065169606,787.4110046
1995-10-05,524.36,1428.8300126294935,775.6384208
1995-11-05,524.37,1206.2395794022734,784.5340129
1995-12-05,525.55,1066.565884470708,783.4324171
1995-15-05,527.74,983.8677201938312,789.9117608
1995-16-05,528.19,1560.6735707145958,799.8224333
1995-17-05,527.07,1084.8583040336562,816.1522563
1995-18-05,519.58,775.9538181119331,811.9469881
1995-19-05,519.19,906.6302988968118,808.0666486
1995-22-05,523.65,1103.4959263936353,811.4256717
1995-23-05,528.59,968.365779795057,818.6197593
1995-24-05,528.61,953.1649844113147,808.020767
1995-25-05,528.59,513.7042350548236,814.5437357
1995-26-05,523.65,1043.7743237874404,819.0204072
1995-29-05,523.65,1257.9940969309673,822.6240127
1995-30-05,523.58,1085.292979758596,823.8052941
1995-31-05,533.4,1171.0544096242486,831.5114514
1995-01-06,533.49,1284.91606751549,807.205834
1995-02-06,532.51,1074.8060600254676,796.6762341
1995-05-06,535.6,1456.8119345011098,811.2067047
1995-06-06,535.55,989.4599081309347,817.4274871
1995-07-06,533.13,1526.5107344760395,804.2658357
1995-08-06,532.35,1008.8797312414507,803.473492
1995-09-06,527.94,1227.8709202392374,790.3129181
1995-12-06,530.88,1179.7392749940982,775.2984865
1995-13-06,536.05,101.22657121673103,781.2128474
1995-14-06,536.47,57.08751235836189,790.8905556
1995-15-06,537.12,867.7111835031255,808.8867054
1995-16-06,539.83,931.2936324935195,791.7140455
1995-19-06,545.22,1436.9776851355698,822.7960713
1995-20-06,544.98,424.8074462121285,822.8792484
1995-21-06,543.98,1229.5675224102572,830.1972756
1995-22-06,551.07,1635.3923162571946,831.7646293
1995-23-06,549.71,734.8725522822303,855.4254984
1995-26-06,544.13,1002.2128772539778,862.3891827
1995-27-06,542.43,1551.4640777682516,871.9643946
1995-28-06,544.73,1308.1310623580746,867.5442747
1995-29-06,543.87,1039.7179879238392,888.8208592
1995-30-06,544.75,1069.9749818416594,866.9245769
1995-03-07,547.09,873.1851354764362,849.7717629
1995-04-07,547.09,970.3061614392876,820.6633936
1995-05-07,547.26,806.5525096863603,823.9217225
1995-06-07,553.99,590.4353706383713,829.7778683
1995-07-07,556.37,674.9086111675474,817.4171533
1995-10-07,557.19,733.8607269431923,812.5195528
1995-11-07,554.78,1151.6317483088894,813.4506791
1995-12-07,560.89,1403.9602169433078,815.3067976
1995-13-07,561.0,1377.9941871331248,821.261516
1995-14-07,559.89,1228.1967695508195,803.6724208
1995-17-07,562.72,988.7616847603188,802.2879411
1995-18-07,558.46,1187.7198793867015,816.1219767
1995-19-07,550.98,647.8858239336004,815.8917221
1995-20-07,553.54,960.0859981442768,814.8424414
1995-21-07,553.62,503.44570616200997,831.4192096
1995-24-07,556.63,1171.7264817949256,816.7964991
1995-25-07,561.1,1191.8107367141238,847.2636927
1995-26-07,561.61,1475.2998185362055,856.3853653
1995-27-07,565.22,1313.7097231823348,850.3254918
1995-28-07,562.93,1394.218071503905,854.4811477
1995-31-07,562.06,1528.055587941171,859.6328749
1995-01-08,559.64,840.7132018293547,841.6751222
1995-02-08,558.8,1326.758419768534,865.0572799
1995-03-08,558.75,759.2046393135581,869.4986226
1995-04-08,558.94,1179.410436039325,863.3445343
1995-07-08,560.03,1007.1103985953819,813.1247257
1995-08-08,560.39,1129.7940523470147,808.9502996
1995-09-08,559.71,849.7978379168811,825.6934705
1995-10-08,557.45,1391.6119369010553,812.0122848
1995-11-08,555.11,744.8633085068149,809.4008445
1995-14-08,559.74,847.6195089950887,785.1336515
1995-15-08,558.57,1206.3442822754507,801.8607246
1995-16-08,559.97,314.60947425099687,811.1375421
1995-17-08,559.04,757.258401808228,793.5981974
1995-18-08,559.21,920.4209266213761,805.6195855
1995-21-08,558.11,1293.7462683831363,796.1547878
1995-22-08,559.52,981.23901832394,810.4743373
1995-23-08,557.14,682.7757002241048,813.171153
1995-24-08,557.46,980.4289655528163,806.8929463
1995-25-08,560.1,677.1244875948729,787.8061366
1995-28-08,559.05,1232.2309640128683,791.6290593
1995-29-08,560.0,1561.9301453561923,790.5027254
1995-30-08,560.92,965.1191448052302,792.0317162
1995-31-08,561.88,1171.5955104996074,824.574387
1995-01-09,563.84,791.6361357182691,810.2042794
1995-04-09,563.84,1104.9373135002397,828.5683217
1995-05-09,569.17,1079.388713648161,852.0707729
1995-06-09,570.17,1298.3098879600036,862.6553005
1995-07-09,570.29,1230.9894745465656,879.8038502
1995-08-09,572.68,1079.8840174578584,884.9889065
1995-11-09,573.91,674.8086562868697,847.821785
1995-12-09,576.51,654.3291046858812,839.2221247
1995-13-09,578.77,838.6545665306048,848.3787193
1995-14-09,583.61,393.8026146224364,843.0027843
1995-15-09,583.35,1057.410045155366,818.1410052
1995-18-09,582.77,725.2998317343456,826.7532152
1995-19-09,584.2,929.4397685792802,833.4809126
1995-20-09,586.77,1519.2787576093365,849.6846131
1995-21-09,583.0,960.6511306542567,831.720788
1995-22-09,581.73,1335.461808118953,846.6292928
1995-25-09,581.81,1075.4436990898232,822.0332571
1995-26-09,581.41,1150.4761074005125,820.0449815
1995-27-09,581.04,1095.710268771537,797.6258268
1995-28-09,585.87,1313.58832565564,776.8101315
1995-29-09,584.41,1500.8326463896215,769.8837664
1995-02-10,581.72,1146.0175509975782,754.2930459
1995-03-10,582.34,1161.7661071944074,751.6981462
1995-04-10,581.47,1329.5627009530342,736.3422347
1995-05-10,582.63,1078.2222491699524,723.8669227
1995-06-10,582.49,1457.144901764734,715.195709
1995-09-10,578.37,1409.9611104120481,719.6482123
1995-10-10,577.52,1333.855191997474,685.4090272
1995-11-10,579.46,1567.9590153413033,688.457804
1995-12-10,583.1,1096.4230084829699,679.426901
1995-13-10,584.5,1121.1213515978964,689.86672
1995-16-10,583.03,978.0030561653036,694.3069209
1995-17-10,586.78,709.5052434500467,671.7723889
1995-18-10,587.44,1260.9629332584482,669.867679
1995-19-10,590.65,1132.2081447486373,652.1213044
1995-20-10,587.46,730.074107479398,648.0206796
1995-23-10,585.06,1522.3881377435573,654.9395484
1995-24-10,586.54,1362.294514999408,652.4203546
1995-25-10,582.47,1374.9459124220775,669.4941441
1995-26-10,576.72,1053.0398121997887,669.0616235
1995-27-10,579.7,1608.6889158055146,661.0643323
1995-30-10,583.25,823.6117437533262,665.9782374
1995-31-10,581.5,1170.7958366147943,651.0097906
1995-01-11,584.22,878.097252943568,641.9920734
1995-02-11,589.72,948.854989619042,662.1494973
1995-03-11,590.57,982.0238857582267,660.5996232
1995-06-11,588.46,880.5486214583617,650.3892203
1995-07-11,586.32,1378.3280553401921,642.3214073
1995-08-11,591.71,1338.4002899702834,637.742173
1995-09-11,593.26,949.2652373326235,658.4794396
1995-10-11,592.72,1246.0417336700161,649.6051769
1995-13-11,592.3,857.424055680801,641.6642026
1995-14-11,589.29,986.720559984568,646.4654978
1995-15-11,593.96,817.3982149635908,647.4856938
1995-16-11,597.34,1194.0818487057109,643.5289202
1995-17-11,600.07,1112.9911447355144,630.8932888
1995-20-11,596.85,685.1538281971814,654.6900458
1995-21-11,600.24,1251.1704373389823,657.5829985
1995-22-11,598.4,1287.7198058517263,655.722808
1995-23-11,598.4,948.7637764765661,651.8039575
1995-24-11,599.97,514.2645532592506,643.0535203
1995-27-11,601.32,929.6966225421456,622.2560628
1995-28-11,606.45,1022.7413750133815,643.3925316
1995-29-11,607.64,1064.822781467994,642.942807
1995-30-11,605.37,846.3001637209285,643.7056737
1995-01-12,606.98,835.0883490637917,637.7890389
1995-04-12,613.68,1120.9591073122815,617.518056
1995-05-12,617.68,1660.5340769657123,612.0277298
1995-06-12,620.18,878.6882694911067,607.9759284
1995-07-12,616.17,1394.4993577678458,594.553968
1995-08-12,617.48,1427.5726822955974,596.0808299
1995-11-12,619.52,752.688584382551,585.4830343
1995-12-12,618.78,894.8249900922527,597.6773248
1995-13-12,621.69,944.3825308469343,597.0586853
1995-14-12,616.92,1187.1229169265448,596.5311477
1995-15-12,616.34,1072.4332900831544,615.0409793
1995-18-12,606.81,1279.5151369199384,632.8138669
1995-19-12,611.93,1164.575737289378,624.7535131
1995-20-12,605.94,1090.3499396363438,627.1350033
1995-21-12,610.49,1451.6850891768245,620.9297473
1995-22-12,611.96,776.8804173777514,622.1095723
1995-25-12,611.96,866.2847770245605,628.8996156
1995-26-12,614.3,936.5812092391911,652.61524
1995-27-12,614.53,1168.3539666665274,645.8245038
1995-28-12,614.12,942.968289619198,641.4998149
1995-29-12,615.93,514.1128637055477,639.5836428
1996-01-01,615.93,913.9210692336369,601.8927619
1996-02-01,620.73,1301.554631386674,598.5214059
1996-03-01,621.32,1181.118168457463,593.543244
1996-04-01,617.7,760.2521641265337,601.6052364
1996-05-01,616.71,779.6446019303703,610.6645095
1996-08-01,618.46,1046.6131985347542,632.549794
1996-09-01,609.45,1042.182974946689,635.6897845
1996-10-01,598.48,1019.9369500616274,606.9350118
1996-11-01,602.69,1454.4938498723395,607.6356207
1996-12-01,601.81,1288.7153134652663,604.8290009
1996-15-01,599.82,1361.5009416374917,620.4666691
1996-16-01,608.44,986.4685344917466,613.2856119
1996-17-01,606.37,1672.0711114761189,623.960647
1996-18-01,608.24,1208.7146207055057,645.6091789
1996-19-01,611.83,1083.3882341563267,645.6780069
1996-22-01,613.4,799.9609248182162,630.543377
1996-23-01,612.79,724.6396202910739,639.9816196
1996-24-01,619.96,1158.0954813101703,620.5741244
1996-25-01,617.03,1109.3150787674258,628.2170175
1996-26-01,621.62,1252.9814563717678,621.1498389
1996-29-01,624.22,1383.4728470718142,618.7971283
1996-30-01,630.15,921.7529496381457,618.501946
1996-31-01,636.02,684.1672571128139,598.6707133
1996-01-02,638.46,1177.8336623196817,587.4329305
1996-02-02,635.84,1046.740053097065,603.1244028
1996-05-02,641.43,1188.6631294715623,632.7733792
1996-06-02,646.33,1424.9955994012723,649.7540026
1996-07-02,649.93,834.0752113069382,673.4727491
1996-08-02,656.07,875.2252462662773,672.3066799
1996-09-02,656.37,772.7991561423461,681.9426392
1996-12-02,661.45,673.6760337397411,693.1160775
1996-13-02,660.51,1177.2660730364194,692.6796554
1996-14-02,655.58,850.7700646035764,712.1430526
1996-15-02,651.32,1491.1928720577737,724.7630312
